sentence,B2
J'ai juré de dire la vérité sans concession au bon dieu.,0
"Je vois trois pommes de terre, mais elles ne sont pas bonnes.",0
"Dans les écoles, les collèges et les lycées publics, le port de signes ou tenues par lesquels les élèves manifestent ostensiblement une appartenance religieuse est interdit.",1
"Face à cette pression du marché doublée d'une absence de contrôle rationnel, la forêt est-elle condamnée ?",1
"En ce printemps de confinement, les Québécois ont été nombreux à se ruer sur les semis, par crainte que les serres ne restent fermées.",1
Je voudrais prendre des cours de karaté parce que j'ai un peu peur quand je suis seule le soir,0
J'ai bien reçu ton message,0
"Pourtant, on a environ 200 entreprises qui sont prêtes à embaucher par vingtaine, trentaine tous les ans et qui ont du mal à recruter des développeurs de qualité.",1
"Le petit prince, qui me posait beaucoup de questions, ne semblait jamais entendre les miennes.",0
"""Si toute vie va inévitablement vers sa fin nous devons durant la nôtre, la colorier avec nos couleurs d'amour et d'espoir"", disait Chagall.",1
Cette actrice américaine aurait disparu de chez elle hier.,1
"Si vous rencontrez ma soeur, dîtes lui que je viendrai la voir demain.",0
"Le réseau social américain veut ""réduire la propagation d'informations potentiellement dangereuses ou trompeuses"", et va mettre en place un système d'avertissement pour ses utilisateurs.",1
"Ensuite, je vais faire mes courses au supermarché où je vais acheter des fruits et des légumes",0
"Rien d'extraordinaire quand on vit au sud de l'Europe mais pas en Suède, pays qui n'a pas du tout cette culture de la sécheresse",0
"La climatisation a longtemps été superflue dans les maisons de retraite mais cet été, on ne pourra pas non plus utiliser de ventilateurs car ils contribuent à diffuser le Coronavirus",0
"Et ce qui se passe si, tout d'un coup, nous pensons notre assiette.",0
J'aime le café.,0
"Et ça touche toutes les générations et ça touche tous les métiers : on a des métiers dans la finance, on a des métiers des avocats, les médecins on n'arrête pas de faire des téléconférences et puis il y a tous les gens qui sont en télétravail",0
La police cherche le voleur de mon vélo.,0
"Quand les clients viennent, on a l'impression qu'ils viennent dans un endroit féerique",0
"Mais moi, je l'ai trouvée très jolie.",0
Ils ont deux enfants : un fils qui s'appelle André et une fille qui est très gentille.,0
Ce n'est vraiment pas simple de transmettre sa langue lorsqu'on n'est pas dans son pays d'origine !,0
"La pollution, je dis non, mais à la vie je dis oui, oui",0
"Si le député avait respecté les électeurs, il aurait démissionné de son plein gré.",1
Et aussi grâce à la télévision parce qu'on regardait tous les soirs deux ou trois épisodes de mes séries préférées.,0
Marie m'a téléphoné et elle m'a rejoint.,0
La presse a annoncé que le gouvernement proposera bientôt des mesures afin de réduire la précarité des étudiants.,1
"Les Français ne cèdent pas au chacun pour soi, mais ils s'intéressent d'abord à leur cercle familial proche.",1
Vous habitez loin d'ici ?,0
Peux-tu me donner le numéro de ton spécialiste ?,0
La nuit vient de tomber sur Calcutta et la tempête entre en ville avec une puissance terrifiante,0
"Pour aller à la salle internet à partir de l'escalier, marchez jusqu'à l'accueil, puis tournez à gauche.",0
Ils ont pris une pizza,0
Il est sous la douche.,0
ça me fait plaisir que vous soyez venus.,0
"Oui, prenons-en pour le trajet!",0
"Cette année, nous avons demandé à nos parents de faire des gâteaux et nous les avons vendus.",0
J'ai passé la journée devant l'ordinateur et j'ai mal aux yeux.,0
"Pour faire face à toutes ces transformations, nous vous proposons de nous recentrer sur nos compétences clés : la recherche de nouveaux médicaments et la commercialisation de tous nos produits pharmaceutiques.",1
"Les trompettes, les fifres, les hautbois, les tambours, les canons, formaient une harmonie telle qu'il n'y en eut jamais en enfer.",1
"Mais comme tout le monde s'est dit la même chose, alors on a beaucoup plus de monde que d'habitude.",0
"Le 25 approche, on réfléchit au repas et aux convives",1
"Les enseignants qui sont en classe inversée, ils parlent à tous leurs élèves, tous les jours.",1
"C'est la saison la plus chaude, pendant laquelle on recommence à mettre ses lunettes de soleil et à aller se promener sur la plage",0
"Il y a aussi des inconvénients : il y a trop de voitures et de pollution, il n'y a pas assez d'espaces verts et c'est très bruyant",0
Ils portent au moins deux couches de vêtements amples.,1
"Vous savez, moi je ne crois pas qu'il y ait de bonne ou de mauvaise situation.",0
"Évidemment, mes lunettes sont par terre, et moi, sans mes lunettes, je n'y vois rien, mais alors, rien du tout !",0
Elle apparaît ainsi comme une valeur centrale et même prioritaire.,1
C'est l'histoire d'un oiseau blessé qui cherche à se réfugier dans un arbre pour s'abriter du froid de l'hiver.,0
"Si je pouvais, je jouerais un rôle dans une pièce de Molière !",0
Tu as fait du bon boulot.,0
"""Nous avons bon espoir mais pas à court terme car il y a trop peu de lumière pour le moment"", a ajouté M. Gaudon.",0
"Ensuite, il se sèche très vite les cheveux pour aller manger son petit déjeuner.",0
"Fabrice s'approcha d'un feu, et demanda l'hospitalité en payant.",1
Il a cinq heures de français par semaine.,0
J'achèterai tout de même des chaussures de randonnée au cas où.,0
"Elle travaillera principalement à l'accueil au début, puis en salle pour assurer le service des clients avec les équipes du midi et du soir.",0
J'espère que tu vas bien et que tes vacances au ski se passent bien aussi,0
"Au rez-de-chaussée, il y a un salon avec un piano, une salle-à-manger, une cuisine spacieuse et jaune et une salle de bain",0
Ce n'est pas facile à vivre.,0
Le site de Time magazine en a parlé.,0
"Les outils numériques contribuent à la formation des élèves. On aurait préféré une réfexion collective sur la place du numérique à l'école plutôt que de découvrir que le sujet serait à nouveau relancé, sans dialogue.",1
"Mes voisins voulaient quitter le pays en cachette, une fois la nuit tombée.",0
"Une dictature c'est quand les gens sont communistes, déjà.",0
Pourrais-tu m'accompagner,0
Vous êtes français,0
La texture est parfaite,1
Parlez-moi de votre famille.,0
"La promenade pédagogique et interactive dans les différents jardins (médiéval, tropical, espèces odorantes et protégées) fera appelà tous vos sens et vous expliquera les vertus et les utilisations des plantes.",1
Il fait très beau,0
J'espère qu'il y aura beaucoup de soleil.,0
"Cela représente une rupture dans notre rapport au monde, parce que cela nous rend visibles.",1
Réponds-moi vite et fais ta réservation pour venir.,0
"Déjà, Dominique, avec qui je travaille",0
"Remarquez bien que les nez ont été faits pour porter des lunettes, aussi avons-nous des lunettes.",0
"Cette fête est encore traditionnellement fêtée en France, même si, comme pour Noël, elle a souvent perdu son aspect religieux",0
"Pour le plat de résistance de ce soir, je n'ai ni de tomates, ni de courgettes dans mon garde-manger.",0
"Quand le printemps arrive, les survivants comprennent qu'ils doivent se constituer des réserves pour survivre au prochain hiver",1
Je ne me sens pas bien.,0
J'irai le voir dès mon arrivée à Bruxelles.,0
"Quand il parcourait à cheval les plaines de son royaume, vêtu seulement de grègues en cuir et d'un manteau de laine qui flottait au vent, les femmes et les jeunes filles le regardaient passer en retenant leur souffle.",1
"Quand le téléphone retentissait, on s'empressait de répondre immédiatement.",0
Les journalistes sont prêts à tout !,0
"Pas une scène dans le métro, un bouquet d'une douzaine de roses acheté à 5, 60 euros, un appartement présenté comme une chambre de bonne mais qui fait au moins 20 m2 , on se demande dans quel Paris ces personnages vivent.",1
"Si on continue au rythme actuel, la pollution plastique doublera en 2030.",1
Marc n'est pas très grand,0
"J'adore ma grand-mère, elle est très gentille",0
Je souhaiterais vous rencontrer à ce sujet.,0
Je lui explique tout dès qu'elle arrive.,0
Quel âge as-tu ?,0
Bruno Boulianne et la petite Lila plantent des graines de fines herbes.,1
Madame Pietranera était devenue pensive ; elle crut devoir présenter quelques objections.,1
On ne voyait pas ses genoux sur lesquels il avait posé son livre.,0
Vous pourrez assister ce soir à la première de deux émissions qui ont pour objectif de savoir quel est le chanteur ou la chanteuse préféré(e) des Français.,0
Tu as essayé de le recontacter,0
Il a mis un cadre rouge autour du tableau.,0
Elle fait des bons gâteaux,0
"Pour chaque histoire, j'écoute l'audio et en même j'écris ce que je comprends.",0
"Pour aller au travail, Marc porte une veste, un pantalon, une chemise et une belle cravate rouge",0
Le pacha vient en aide à un serpent (le roi des serpents) car l'un des commandements du Coran est de faire preuve d'hospitalité ses hôtes.,0
"Par exemple, lorsque le chien signale quelque chose, le maître doit comprendre le sens.",0
"Toute la petite famille apprécie alors l'air pur, la nature et le calme pendant quelques semaines avant de rentrer à Paris",0
C'est haut là-haut !,0
En Suisse les personnes physiques peuvent être assujetties à l'impôt sur le revenu et la fortune en raison de leurs liens personnels ou leur rattachement économique avec la Suisse.,1
"Mon Dieu, elle a perdu la tête.",0
Il faudrait que tu lui parles de ça demain en réunion et que tu demandes à Adrian de m'envoyer une photo de lui et la traduction du contrat en croate,0
"Les fans des costumes de Carrie Bradshaw dans ""Sex and the City"" se régaleront devant les tenues d'Emily, de la même créatrice, Patricia Field (même si on lève les yeux au ciel quand Emily se met à porter des bérets).",1
comment manger en permanence et de préférence des mets délicieux,0
Une consigne qui est suivie de près par les Japonais.,0
Je suis le mouton,0
"Quand je reviendrai, j'offrirai beaucoup d'amour à ceux que j'aprécie et je couvrirai mes enfants de présents.",0
Elle a les cheveux mi-longs.,0
"Équipé d'une caméra, d'un téléphone portable et d'un ordinateur, il aide le client à faire ses courses directement dans le magasin.",0
"C'est aussi le plus tardif dit Clare Nullis, la porte-parole de l'Organisation météorologique mondiale : ""C'est un record, dans tous les sens du terme",0
Le docteur offre un travail pour combien de temps ?,0
"Tu n'es pas seulement un lâche, tu es un traître, comme ta petite taille le laissait deviner.",0
Je suis en train de repeindre ma chambre.,0
Je trouve inadmissible que le directeur ne tienne pas ses promesses,0
Elle passe aussi à la boulangerie et elle achète une baguette toute chaude et des croissants pour le petit-déjeuner,0
"Ils ont chaud, donc ils profitent de la piscine du camping et de la mer pour se baigner.",0
Ce n'était pas tant une décision stratégique qu'une nécessité.,0
Je viens de province.,0
"C'est le principe de responsabilité élargie du producteur, initié par la directive européenne de 2003, qui leur impose de prendre en charge la fin de vie de leurs appareils.",1
Elle a été perçue comme un moyen de transport puéril.,1
"Les randonneurs sont rares, et souvent médiocres",1
Il faut savoir que sur le lac de Côme l'industrie des pêcheurs place des lignes dormantes à une grande distance des bords.,1
Merci beaucoup pour toutes le belles histoires que je trouve très utiles pour améliorer mon français.,0
Un lieu plutôt réservé aux repas en famille ou entre amis.,0
"Le centre Victor Hugo, situé à 20 minutes en bus de la mairie, dans le quartier des universités, est un lieu pour tous, petits et grands, jeunes et moins jeunes.",0
"Pourtant ni parmi les nobles, ni parmi les marchands, ni parmi les laboureurs il ne se put trouver de vierge assez irréprochable.",1
On dirait qu'elle a pleuré ou qu'elle va pleurer.,0
Il ne pourra pas rentrer en boîte de nuit puisqu'il a perdu sa carte d'identité.,0
