sentence,A1
Je parle beaucoup.,1
"Elle n'avait pas assez d'yeux pour contempler les costumes, les décors, les personnages, les arbres peints qui tremblaient quand on marchait, et les toques de velours, les manteaux, les épées, toutes ces imaginations qui s'agitaient dans l'harmonie comme dans l'atmosphère d'un autre monde.",0
Travaillez par groupe de deux personnes.,1
"A Barcelone, mes parents ont réservé un appartement près de la plage",1
Je me suis arrêté et je me suis bu une petite bière en terrasse.,0
Une petite révolution et des chiffres qui parlent tout seuls.,0
"C'est comme ça, d'ailleurs, que nous sommes devenus amis.",0
"Par exemple, porter une robe noire avec un foulard de couleur vive, fuschia ou orange ou rouge ou vert, et deux jours après, vous remettez cette robe noire avec d'autres bijoux, un gros collier",0
J'ai juré de dire la vérité sans concession au bon dieu.,0
"Je vois trois pommes de terre, mais elles ne sont pas bonnes.",1
"Par exemple, l'énergie, la santé, les transports ou le climat peuvent être des thèmes de synthèse intégrant la géographie, l'histoire, la chimie, les mathématiques, la physique. tout en étant déclinés sous l'aspect culturel, artistique, juridique, politique ou économique.",0
"Dans les écoles, les collèges et les lycées publics, le port de signes ou tenues par lesquels les élèves manifestent ostensiblement une appartenance religieuse est interdit.",0
"Face à cette pression du marché doublée d'une absence de contrôle rationnel, la forêt est-elle condamnée ?",0
"Des lueurs rouges commençaient à éclater dans le village ; parfois, un long mugissement partait de quelque étable incendiée.",0
"Je crus y remarquer une impression de regret et de tristesse ; mais elle persistait dans sa résolution, qu'elle m'annonçait comme inébranlable.",0
"En ce printemps de confinement, les Québécois ont été nombreux à se ruer sur les semis, par crainte que les serres ne restent fermées.",0
Je voudrais prendre des cours de karaté parce que j'ai un peu peur quand je suis seule le soir,0
"Forts des expériences, parfois malheureuses, de leurs aînés, certains jeunes anticipent.",0
J'ai bien reçu ton message,0
"Pourtant, on a environ 200 entreprises qui sont prêtes à embaucher par vingtaine, trentaine tous les ans et qui ont du mal à recruter des développeurs de qualité.",0
"Le petit prince, qui me posait beaucoup de questions, ne semblait jamais entendre les miennes.",0
"""Si toute vie va inévitablement vers sa fin nous devons durant la nôtre, la colorier avec nos couleurs d'amour et d'espoir"", disait Chagall.",0
Cette actrice américaine aurait disparu de chez elle hier.,0
"Si vous rencontrez ma soeur, dîtes lui que je viendrai la voir demain.",0
Il me faut une botte de thym également,0
"Le réseau social américain veut ""réduire la propagation d'informations potentiellement dangereuses ou trompeuses"", et va mettre en place un système d'avertissement pour ses utilisateurs.",0
"Ensuite, je vais faire mes courses au supermarché où je vais acheter des fruits et des légumes",0
"Rien d'extraordinaire quand on vit au sud de l'Europe mais pas en Suède, pays qui n'a pas du tout cette culture de la sécheresse",0
"Que Céline, au début de Voyage au bout de la nuit, puisse affirmer que son voyage est entièrement imaginaire, cela est judicieux",0
"La climatisation a longtemps été superflue dans les maisons de retraite mais cet été, on ne pourra pas non plus utiliser de ventilateurs car ils contribuent à diffuser le Coronavirus",0
"Quoique en Turquie le premier gueux en haillons aille s'asseoir sur le divan des cafés auprès du Turc le plus somptueusement vêtu sans que celui-ci se recule pour éviter à sa manche bordée d'or le contact d'une loque effilochée et graisseuse, cependant certaines classes ont leurs lieux de réceptions habituels, et le café à la fontaine de marbre est un des mieux hantés de la ville.",0
"Larmoyante et enthousiasmante, aussi cheesy qu'agréable, un brin ringarde autant que brillante, la série propose quelque chose qui va complètement à contre-courant des séries contemporaines, complexes, sombres, souvent très conscientes d'elles-mêmes, mais renoue avec un aspect primordial : la proximité bientôt familière avec des personnages qu'on a envie de suivre jusqu'au bout de leur histoire.",0
"Sa figure ovale s'était allongée, sa bouche rieuse avait pris ces lignes fermes et arrêtées qui indiquent la résolution",0
"Et ce qui se passe si, tout d'un coup, nous pensons notre assiette.",1
Sa vie devint un enfer quand elle eut compris que son mari la trompait,0
J'aime le café.,1
"Et ça touche toutes les générations et ça touche tous les métiers : on a des métiers dans la finance, on a des métiers des avocats, les médecins on n'arrête pas de faire des téléconférences et puis il y a tous les gens qui sont en télétravail",0
J'étais également incapable de distraction et d'étude.,0
La police cherche le voleur de mon vélo.,1
"On lui accorda, pour compagnes, et afin de l'aider lors de son accouchement, deux femmes des plus sages furent cloîtrées avec elle.",0
"Quand les clients viennent, on a l'impression qu'ils viennent dans un endroit féerique",0
"Les occasions d'opposition, dues aux différences de culture, sont plus nombreuses.",0
"Mais moi, je l'ai trouvée très jolie.",0
Ils ont deux enfants : un fils qui s'appelle André et une fille qui est très gentille.,1
Ce n'est vraiment pas simple de transmettre sa langue lorsqu'on n'est pas dans son pays d'origine !,0
"La pollution, je dis non, mais à la vie je dis oui, oui",0
"Si le député avait respecté les électeurs, il aurait démissionné de son plein gré.",0
Et aussi grâce à la télévision parce qu'on regardait tous les soirs deux ou trois épisodes de mes séries préférées.,0
Marie m'a téléphoné et elle m'a rejoint.,0
La presse a annoncé que le gouvernement proposera bientôt des mesures afin de réduire la précarité des étudiants.,0
"Les Français ne cèdent pas au chacun pour soi, mais ils s'intéressent d'abord à leur cercle familial proche.",0
Vous habitez loin d'ici ?,1
Peux-tu me donner le numéro de ton spécialiste ?,0
La nuit vient de tomber sur Calcutta et la tempête entre en ville avec une puissance terrifiante,0
"Pour aller à la salle internet à partir de l'escalier, marchez jusqu'à l'accueil, puis tournez à gauche.",1
Ils ont pris une pizza,1
"Elle les renvoie à leur cinquantaine, dont ils ne veulent pas entendre parler, eux qui se sentent en pleine maturité, surtout s'ils ont réussi socialement.",0
"Ellénore n'avait qu'un esprit ordinaire ; mais ses idées étaient justes, et ses expressions, toujours simples, étaient quelquefois frappantes par la noblesse et l'élévation de ses sentiments.",0
Chaque miette de vie doit servir à conquérir la dignité.,0
Il est sous la douche.,1
ça me fait plaisir que vous soyez venus.,0
"Aussitôt un soldat appelé par l'adjudant lui mit la main sur le collet ; un autre soldat prit soin des chevaux, et, d'un air sévère, l'adjudant ordonna à Fabrice de le suivre sans répliquer.",0
"Oui, prenons-en pour le trajet!",0
"Cette année, nous avons demandé à nos parents de faire des gâteaux et nous les avons vendus.",0
J'ai passé la journée devant l'ordinateur et j'ai mal aux yeux.,0
"Pour faire face à toutes ces transformations, nous vous proposons de nous recentrer sur nos compétences clés : la recherche de nouveaux médicaments et la commercialisation de tous nos produits pharmaceutiques.",0
"Les trompettes, les fifres, les hautbois, les tambours, les canons, formaient une harmonie telle qu'il n'y en eut jamais en enfer.",0
Bien vite mon intelligence rétablissait entre les éléments la séparation que mon impression avait abolie.,0
La liberté est-elle une illusion,0
"Mais comme tout le monde s'est dit la même chose, alors on a beaucoup plus de monde que d'habitude.",0
"Pour éviter d'oublier en deux mois des compétences si chèrement apprises durant l'année, mais aussi pour se cultiver",0
"Le 25 approche, on réfléchit au repas et aux convives",0
"Les enseignants qui sont en classe inversée, ils parlent à tous leurs élèves, tous les jours.",0
"C'est la saison la plus chaude, pendant laquelle on recommence à mettre ses lunettes de soleil et à aller se promener sur la plage",1
"Il y a aussi des inconvénients : il y a trop de voitures et de pollution, il n'y a pas assez d'espaces verts et c'est très bruyant",0
Ils portent au moins deux couches de vêtements amples.,0
"Vous savez, moi je ne crois pas qu'il y ait de bonne ou de mauvaise situation.",0
"Chaque vendredi, il s'envole vers les plus beaux sommets d'Europe",0
"Évidemment, mes lunettes sont par terre, et moi, sans mes lunettes, je n'y vois rien, mais alors, rien du tout !",0
"Mais d'autres pourront préférer L'Assassin des échecs (Le Pommier) ou Les Annales du Kangourou (Editions du Kangourou)""",0
Elle apparaît ainsi comme une valeur centrale et même prioritaire.,0
"A ces deux types de raisons, facilement identifiables à travers la littérature, qui poussent les entreprises à mener une réflexion sur l'évaluation des connaissances, sont associées d'autres raisons plus difficiles caractériser qui semblent inspirées par une volonté de transformation de l'organisation",0
C'est l'histoire d'un oiseau blessé qui cherche à se réfugier dans un arbre pour s'abriter du froid de l'hiver.,0
"Si je pouvais, je jouerais un rôle dans une pièce de Molière !",0
Tu as fait du bon boulot.,0
"""Nous avons bon espoir mais pas à court terme car il y a trop peu de lumière pour le moment"", a ajouté M. Gaudon.",0
"Ensuite, il se sèche très vite les cheveux pour aller manger son petit déjeuner.",0
"Fabrice s'approcha d'un feu, et demanda l'hospitalité en payant.",0
Il a cinq heures de français par semaine.,1
"L'obésité frappe également l'Afrique subsaharienne, où vivent la plupart des populations sous-alimentées du monde (12, 1 %), et l'Egypte (33%).",0
Plusieurs jours se passèrent de la sorte.,0
J'achèterai tout de même des chaussures de randonnée au cas où.,0
"Elle travaillera principalement à l'accueil au début, puis en salle pour assurer le service des clients avec les équipes du midi et du soir.",0
J'espère que tu vas bien et que tes vacances au ski se passent bien aussi,0
"En attendant, des petites formations ont été réalisées, d'initiation à l'algorithmique et au langage informatique, pour les professeurs des écoles et de collège, les inspecteurs et les formateurs d'IUFM.",0
"Au rez-de-chaussée, il y a un salon avec un piano, une salle-à-manger, une cuisine spacieuse et jaune et une salle de bain",0
Ce n'est pas facile à vivre.,0
J'attribuais à son charme cet effet presque magique : j'en aurais joui plus complètement encore sans l'engagement que j'avais pris envers mon amour-propre.,0
"Jean Buridan, philosophe français du quatorzième siècle, aurait, selon la légende, conçu une expérience imaginaire afin de prouver l'existence du libre arbitre : la situation serait celle d'un animal, en l'occurrence un âne, ayant également faim et soif, et qui, placé à égale distance d'une botte de foin et d'un seau d'eau, hésite, se montre incapable de choisir, et finalement se laisse mourir",0
